run,famKey,strategy,instrument,timeframe,verdict,source,stretch,n,years,pf,win_pct,evr,ryr,net,dd,wf_years_src,params
259,ORB,ORB_3_6_E2.py,NQ,5m,WEAK,candidate,pre,2591,15.18,1.253,45.1,0.139,23.7,13742,1719,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.75, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
260,ORB,ORB_3_6_E3.py,NQ,5m,PASS,champion,pre,1366,15.18,1.129,46.0,0.069,6.2,49231,19176,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.9, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.0, ""stop_frac"": 1.75, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
260,ORB,ORB_3_6_E3.py,NQ,5m,PASS,candidate,wf,1141,9.15,1.305,47.9,0.159,19.9,11167,1302,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.9, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.75, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
260,ORB,ORB_3_6_E3.py,NQ,5m,PASS,candidate,pre,1894,15.18,1.257,46.5,0.138,17.2,10990,1302,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.9, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.75, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
261,BOOK,BOOK: ORB234 + ENGU-Q RTH + NOISE SBS_V90 (3-leg),,,PASS,champion,pre,8494,16.06,1.343,37.5,0.214,113.3,19684006,1121804,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""ENGUQ_1M_1_0.py"", ""NOISE_1_1_SBS_V90.py""]}"
262,BOOK,BOOK: ORB234 + ENGU-Q RTH (baseline),,,PASS,champion,pre,4374,16.06,1.313,38.5,0.193,52.5,12980663,1163417,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""ENGUQ_1M_1_0.py""]}"
263,BOOK,BOOK: ORB234 + NOISE SBS_V90,,,PASS,champion,pre,6414,16.18,1.308,40.3,0.184,73.0,10869453,535919,optimize window,"{""book"": [""ORB_3_6_C2.py"", ""NOISE_1_1_SBS_V90.py""]}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,champion,pre,2350,15.18,1.091,45.4,0.05,7.7,60219,57779,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""be_after_R"": 0.5, ""stop_frac"": 2.25, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1831,9.02,1.119,39.5,0.072,14.6,6846,2158,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.5, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.5, ""be_after_R"": 3.4, ""trail_bars"": 7, ""target_R"": 4.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3081,15.18,1.117,39.2,0.071,14.4,7719,2158,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.5, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.5, ""be_after_R"": 3.4, ""trail_bars"": 7, ""target_R"": 4.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1867,9.06,1.215,47.5,0.113,23.2,12780,2889,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""stop_frac"": 2.25, ""be_after_R"": 0.5, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3127,15.18,1.182,46.0,0.098,20.2,12547,2889,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""stop_frac"": 2.25, ""be_after_R"": 0.5, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1683,8.92,1.152,45.5,0.083,15.7,8574,1955,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.1, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 2.0, ""be_after_R"": 3.0, ""trail_bars"": 10, ""target_R"": 5.0, ""partial_exit_R"": 5.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2865,15.18,1.137,44.8,0.076,14.3,8950,1955,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.1, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 2.0, ""be_after_R"": 3.0, ""trail_bars"": 10, ""target_R"": 5.0, ""partial_exit_R"": 5.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1581,9.07,1.207,48.9,0.106,18.5,9785,1652,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.5, ""be_after_R"": 2.9, ""trail_bars"": 6, ""target_R"": 1.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2646,15.18,1.179,48.0,0.093,16.2,9861,1652,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.5, ""be_after_R"": 2.9, ""trail_bars"": 6, ""target_R"": 1.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1654,8.9,1.169,34.0,0.112,20.7,6695,1694,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.2, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.0, ""be_after_R"": 2.8, ""trail_bars"": 8, ""target_R"": 7.0, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2820,15.18,1.156,33.2,0.104,19.4,7149,1694,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.2, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.0, ""be_after_R"": 2.8, ""trail_bars"": 8, ""target_R"": 7.0, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,2188,9.18,1.117,37.2,0.074,17.5,7346,1872,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.4, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 4.0, ""trail_bars"": 13, ""target_R"": 5.0, ""partial_exit_R"": 3.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3617,15.18,1.102,36.2,0.065,15.6,7356,1872,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.4, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 4.0, ""trail_bars"": 13, ""target_R"": 5.0, ""partial_exit_R"": 3.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1729,9.12,1.095,46.3,0.051,9.7,5923,2627,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 2.25, ""be_after_R"": 3.4, ""trail_bars"": 20, ""target_R"": 7.5, ""partial_exit_R"": 2.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2879,15.18,1.089,45.9,0.048,9.2,6363,2627,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 2.25, ""be_after_R"": 3.4, ""trail_bars"": 20, ""target_R"": 7.5, ""partial_exit_R"": 2.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1664,8.97,1.174,33.2,0.116,21.6,6962,1466,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.6, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 0.75, ""be_after_R"": 3.6, ""trail_bars"": 0, ""target_R"": 7.5, ""partial_exit_R"": 4.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2817,15.18,1.152,32.8,0.102,18.9,7042,1466,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.6, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 0.75, ""be_after_R"": 3.6, ""trail_bars"": 0, ""target_R"": 7.5, ""partial_exit_R"": 4.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1521,9.22,1.167,39.8,0.1,16.5,7246,1521,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.45, ""vpace_filter"": 1.0, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 3.6, ""trail_bars"": 8, ""target_R"": 2.5, ""partial_exit_R"": 6.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2504,15.18,1.15,38.6,0.092,15.2,7476,1521,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.45, ""vpace_filter"": 1.0, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 3.6, ""trail_bars"": 8, ""target_R"": 2.5, ""partial_exit_R"": 6.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1737,9.12,1.076,36.9,0.048,9.1,3726,2376,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 2.1, ""trail_bars"": 20, ""target_R"": 2.5, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
264,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2892,15.18,1.077,37.2,0.048,9.2,4296,2376,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 2.1, ""trail_bars"": 20, ""target_R"": 2.5, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
265,ENGU-Q,ENGUQ_1M_ETH_ER25_1_0.py,NQ,1m,PASS,champion,pre,913,15.06,1.56,26.0,0.414,25.1,182225,41697,optimize window,"{""buf_atr"": 0.9, ""tl_len"": 170, ""trail_frac"": 2.5, ""ema_len"": 1380, ""atr_len"": 106, ""act_R"": 2.5, ""breakeven_R"": 1.5, ""limit_atr"": 0.0, ""er_len"": 60, ""stop_mult"": 1.0, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""er_th"": 0.25}"
265,ENGU-Q,ENGUQ_1M_ETH_ER25_1_0.py,NQ,1m,PASS,candidate,wf,799,9.48,1.47,29.0,0.333,28.1,14886,3052,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""tl_len"": 170, ""trail_frac"": 2.5, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5, ""ema_len"": 1380, ""limit_atr"": 0.0, ""er_len"": 60, ""stop_mult"": 1.0, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""er_th"": 0.25}"
265,ENGU-Q,ENGUQ_1M_ETH_ER25_1_0.py,NQ,1m,PASS,candidate,pre,1270,15.06,1.464,26.9,0.339,28.6,16836,3052,optimize window,"{""buf_atr"": 0.9, ""tl_len"": 170, ""trail_frac"": 2.5, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5, ""ema_len"": 1380, ""limit_atr"": 0.0, ""er_len"": 60, ""stop_mult"": 1.0, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""er_th"": 0.25}"
266,ORB,ORB_3_6_G115.py,NQ,5m,PASS,champion,pre,1933,15.18,1.118,48.5,0.061,7.8,64327,25644,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.0, ""stop_frac"": 2.5, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
266,ORB,ORB_3_6_G115.py,NQ,5m,PASS,candidate,wf,1546,9.06,1.341,50.8,0.168,28.6,16338,1574,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.5, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
266,ORB,ORB_3_6_G115.py,NQ,5m,PASS,candidate,pre,2591,15.18,1.281,49.4,0.142,24.2,15925,1574,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.5, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
267,ORB,ORB_3_6_E1B08.py,NQ,5m,WEAK,champion,pre,1922,15.18,1.135,47.8,0.07,8.9,71364,27664,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 0.8, ""stop_frac"": 2.5, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.5}"
267,ORB,ORB_3_6_E1B08.py,NQ,5m,WEAK,candidate,wf,1539,9.06,1.351,49.9,0.176,29.8,16408,1477,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.5, ""be_after_R"": 0.8, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.5}"
267,ORB,ORB_3_6_E1B08.py,NQ,5m,WEAK,candidate,pre,2580,15.18,1.291,48.6,0.149,25.4,16106,1477,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.3, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.5, ""be_after_R"": 0.8, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,champion,pre,795,15.06,1.36,54.0,0.166,8.7,72605,9979,optimize window,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 2.25, ""fade_bars"": 1, ""stop_atr"": 3.5, ""min_sq_bars"": 7, ""exit_mode"": ""flip"", ""bb_mult"": 1.5, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,966,9.25,1.228,53.8,0.105,11.0,7106,1263,estimate: optimize yrs x WF trade share,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 2.0, ""min_sq_bars"": 9, ""stop_atr"": 3.75, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.5, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1573,15.06,1.21,53.1,0.098,10.3,7487,1263,optimize window,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 2.0, ""min_sq_bars"": 9, ""stop_atr"": 3.75, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.5, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,747,9.54,1.306,56.4,0.134,10.5,7159,1122,estimate: optimize yrs x WF trade share,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 2.0, ""min_sq_bars"": 5, ""stop_atr"": 4.0, ""fade_bars"": 3, ""exit_mode"": ""flip"", ""bb_mult"": 1.25, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1179,15.06,1.285,55.1,0.128,10.0,7582,1122,optimize window,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 2.0, ""min_sq_bars"": 5, ""stop_atr"": 4.0, ""fade_bars"": 3, ""exit_mode"": ""flip"", ""bb_mult"": 1.25, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,803,9.16,1.245,55.4,0.109,9.6,5098,2125,estimate: optimize yrs x WF trade share,"{""length"": 14, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 4, ""stop_atr"": 2.25, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 2.25, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1320,15.06,1.23,54.7,0.104,9.1,5488,2125,optimize window,"{""length"": 14, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 4, ""stop_atr"": 2.25, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 2.25, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,695,9.13,1.324,40.3,0.193,14.7,4468,1460,estimate: optimize yrs x WF trade share,"{""length"": 10, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 7, ""stop_atr"": 1.0, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 3.0, ""eod_cutoff"": 8}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1147,15.06,1.316,39.7,0.191,14.5,5008,1460,optimize window,"{""length"": 10, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 7, ""stop_atr"": 1.0, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 3.0, ""eod_cutoff"": 8}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,918,9.25,1.319,53.7,0.148,14.7,8879,1302,estimate: optimize yrs x WF trade share,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.75, ""min_sq_bars"": 11, ""stop_atr"": 4.0, ""fade_bars"": 3, ""exit_mode"": ""flip"", ""bb_mult"": 1.25, ""eod_cutoff"": 4}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1495,15.06,1.287,52.9,0.135,13.4,9206,1302,optimize window,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.75, ""min_sq_bars"": 11, ""stop_atr"": 4.0, ""fade_bars"": 3, ""exit_mode"": ""flip"", ""bb_mult"": 1.25, ""eod_cutoff"": 4}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,839,9.02,1.236,34.4,0.155,14.4,3481,2451,estimate: optimize yrs x WF trade share,"{""length"": 20, ""direction"": ""long"", ""kc_mult"": 2.0, ""min_sq_bars"": 2, ""stop_atr"": 0.75, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 2.0, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1401,15.06,1.233,35.5,0.15,14.0,3944,2451,optimize window,"{""length"": 20, ""direction"": ""long"", ""kc_mult"": 2.0, ""min_sq_bars"": 2, ""stop_atr"": 0.75, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 2.0, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,689,9.52,1.439,57.2,0.188,13.6,8980,1125,estimate: optimize yrs x WF trade share,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 2.25, ""min_sq_bars"": 7, ""stop_atr"": 3.5, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.5, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1090,15.06,1.4,55.9,0.177,12.8,9408,1125,optimize window,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 2.25, ""min_sq_bars"": 7, ""stop_atr"": 3.5, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.5, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,673,9.52,1.449,56.8,0.194,13.7,8884,1249,estimate: optimize yrs x WF trade share,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 1.5, ""min_sq_bars"": 10, ""stop_atr"": 3.25, ""fade_bars"": 4, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1065,15.06,1.403,55.9,0.178,12.6,9245,1249,optimize window,"{""length"": 10, ""direction"": ""both"", ""kc_mult"": 1.5, ""min_sq_bars"": 10, ""stop_atr"": 3.25, ""fade_bars"": 4, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 5}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,1019,9.11,1.116,47.8,0.061,6.8,2985,3255,estimate: optimize yrs x WF trade share,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.25, ""min_sq_bars"": 11, ""stop_atr"": 3.5, ""fade_bars"": 3, ""exit_mode"": ""zero"", ""bb_mult"": 1.5, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,1685,15.06,1.103,46.8,0.055,6.1,3032,3255,optimize window,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.25, ""min_sq_bars"": 11, ""stop_atr"": 3.5, ""fade_bars"": 3, ""exit_mode"": ""zero"", ""bb_mult"": 1.5, ""eod_cutoff"": 2}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,wf,125,10.23,1.544,62.4,0.205,2.5,1540,593,estimate: optimize yrs x WF trade share,"{""length"": 14, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 4, ""stop_atr"": 3.25, ""fade_bars"": 2, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 1}"
268,TTMSQZ,TTMSQZ_1_0.py,NQ,15m,FAIL,candidate,pre,184,15.06,1.545,60.9,0.213,2.6,1674,593,optimize window,"{""length"": 14, ""direction"": ""long"", ""kc_mult"": 2.5, ""min_sq_bars"": 4, ""stop_atr"": 3.25, ""fade_bars"": 2, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 1}"
269,TTMSQZ,TTMSQZ_1_0.py,ES,15m,FAIL,champion,pre,807,15.06,1.257,54.0,0.118,6.3,43611,9048,optimize window,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 2.0, ""fade_bars"": 3, ""stop_atr"": 4.0, ""min_sq_bars"": 5, ""exit_mode"": ""flip"", ""bb_mult"": 1.25, ""eod_cutoff"": 2}"
269,TTMSQZ,TTMSQZ_1_0.py,ES,15m,FAIL,candidate,wf,745,9.38,1.197,54.1,0.09,7.2,1156,354,estimate: optimize yrs x WF trade share,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.5, ""min_sq_bars"": 9, ""stop_atr"": 3.5, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 8}"
269,TTMSQZ,TTMSQZ_1_0.py,ES,15m,FAIL,candidate,pre,1196,15.06,1.194,55.1,0.087,6.9,1427,354,optimize window,"{""length"": 12, ""direction"": ""both"", ""kc_mult"": 1.5, ""min_sq_bars"": 9, ""stop_atr"": 3.5, ""fade_bars"": 1, ""exit_mode"": ""flip"", ""bb_mult"": 1.0, ""eod_cutoff"": 8}"
