run,famKey,strategy,instrument,timeframe,verdict,source,stretch,n,years,pf,win_pct,evr,ryr,net,dd,wf_years_src,params
303,ORB,ORB_3_6.py,NQ,5m,FAIL,champion,pre,2350,15.18,1.091,45.4,0.05,7.7,60219,57779,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""be_after_R"": 0.5, ""stop_frac"": 2.25, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1831,9.02,1.119,39.5,0.072,14.6,6846,2158,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.5, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.5, ""be_after_R"": 3.4, ""trail_bars"": 7, ""target_R"": 4.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3081,15.18,1.117,39.2,0.071,14.4,7719,2158,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.5, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.5, ""be_after_R"": 3.4, ""trail_bars"": 7, ""target_R"": 4.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1867,9.06,1.215,47.5,0.113,23.2,12780,2889,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""stop_frac"": 2.25, ""be_after_R"": 0.5, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3127,15.18,1.182,46.0,0.098,20.2,12547,2889,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.0, ""vpace_filter"": 0.0, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 4, ""stop_frac"": 2.25, ""be_after_R"": 0.5, ""trail_bars"": 9, ""target_R"": 3.0, ""partial_exit_R"": 5.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1683,8.92,1.152,45.5,0.083,15.7,8574,1955,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.1, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 2.0, ""be_after_R"": 3.0, ""trail_bars"": 10, ""target_R"": 5.0, ""partial_exit_R"": 5.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2865,15.18,1.137,44.8,0.076,14.3,8950,1955,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.1, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 2.0, ""be_after_R"": 3.0, ""trail_bars"": 10, ""target_R"": 5.0, ""partial_exit_R"": 5.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1581,9.07,1.207,48.9,0.106,18.5,9785,1652,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.5, ""be_after_R"": 2.9, ""trail_bars"": 6, ""target_R"": 1.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2646,15.18,1.179,48.0,0.093,16.2,9861,1652,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 1.5, ""be_after_R"": 2.9, ""trail_bars"": 6, ""target_R"": 1.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1654,8.9,1.169,34.0,0.112,20.7,6695,1694,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.2, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.0, ""be_after_R"": 2.8, ""trail_bars"": 8, ""target_R"": 7.0, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2820,15.18,1.156,33.2,0.104,19.4,7149,1694,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.45, ""vpace_filter"": 0.2, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.0, ""be_after_R"": 2.8, ""trail_bars"": 8, ""target_R"": 7.0, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.4}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,2188,9.18,1.117,37.2,0.074,17.5,7346,1872,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.4, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 4.0, ""trail_bars"": 13, ""target_R"": 5.0, ""partial_exit_R"": 3.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,3617,15.18,1.102,36.2,0.065,15.6,7356,1872,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.4, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 4.0, ""trail_bars"": 13, ""target_R"": 5.0, ""partial_exit_R"": 3.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1729,9.12,1.095,46.3,0.051,9.7,5923,2627,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 2.25, ""be_after_R"": 3.4, ""trail_bars"": 20, ""target_R"": 7.5, ""partial_exit_R"": 2.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2879,15.18,1.089,45.9,0.048,9.2,6363,2627,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 2.25, ""be_after_R"": 3.4, ""trail_bars"": 20, ""target_R"": 7.5, ""partial_exit_R"": 2.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.0}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1664,8.97,1.174,33.2,0.116,21.6,6962,1466,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.6, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 0.75, ""be_after_R"": 3.6, ""trail_bars"": 0, ""target_R"": 7.5, ""partial_exit_R"": 4.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2817,15.18,1.152,32.8,0.102,18.9,7042,1466,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.4, ""vpace_filter"": 0.6, ""close_confirm"": false, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 0.75, ""be_after_R"": 3.6, ""trail_bars"": 0, ""target_R"": 7.5, ""partial_exit_R"": 4.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.2}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1521,9.22,1.167,39.8,0.1,16.5,7246,1521,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.45, ""vpace_filter"": 1.0, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 3.6, ""trail_bars"": 8, ""target_R"": 2.5, ""partial_exit_R"": 6.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2504,15.18,1.15,38.6,0.092,15.2,7476,1521,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.45, ""vpace_filter"": 1.0, ""close_confirm"": true, ""flat_eod"": false, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 3.6, ""trail_bars"": 8, ""target_R"": 2.5, ""partial_exit_R"": 6.0, ""trade_mode"": ""Both"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,wf,1737,9.12,1.076,36.9,0.048,9.1,3726,2376,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 2.1, ""trail_bars"": 20, ""target_R"": 2.5, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
303,ORB,ORB_3_6.py,NQ,5m,FAIL,candidate,pre,2892,15.18,1.077,37.2,0.048,9.2,4296,2376,optimize window,"{""skip_holidays"": false, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 1, ""stop_frac"": 1.25, ""be_after_R"": 2.1, ""trail_bars"": 20, ""target_R"": 2.5, ""partial_exit_R"": 3.5, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.1}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,champion,pre,3328,14.68,1.269,35.1,0.175,39.6,110322,12856,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 40, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2779,9.27,1.408,37.6,0.255,76.4,15403,928,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4402,14.68,1.368,36.3,0.235,70.4,16117,928,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2773,9.29,1.396,37.3,0.248,74.0,15090,969,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4384,14.68,1.36,36.4,0.229,68.3,15885,969,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2768,9.29,1.394,37.5,0.246,73.3,15050,868,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 2.0, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4373,14.68,1.359,36.6,0.228,67.9,15879,868,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 2.0, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2785,9.29,1.392,37.1,0.247,74.0,14999,940,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4402,14.68,1.358,36.2,0.228,68.4,15823,940,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2775,9.27,1.401,37.7,0.249,74.6,15197,860,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 2.0, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4393,14.68,1.363,36.4,0.231,69.0,15941,860,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 2.0, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2790,9.27,1.403,37.4,0.252,76.0,15262,923,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4418,14.68,1.365,36.1,0.233,70.2,16011,923,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2081,9.24,1.522,38.5,0.321,72.4,15682,732,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,3307,14.68,1.469,37.1,0.295,66.4,16442,732,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2790,9.26,1.42,37.7,0.262,78.9,15825,846,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 40, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4424,14.68,1.379,36.4,0.241,72.5,16557,846,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.5, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 40, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,2565,9.24,1.402,37.7,0.25,69.5,14277,801,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.75, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,4077,14.68,1.367,36.8,0.232,64.4,15089,801,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.75, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 48, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,wf,1810,9.54,1.379,39.7,0.229,43.4,11626,799,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.5, ""vol_skip_pct"": 105.0, ""band_mult_short"": 1.25, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 56, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
304,NOISE,NOISE_1_1_NBHD.py,NQ,5m,PASS,candidate,pre,2785,14.68,1.363,39.3,0.22,41.8,12759,799,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.5, ""vol_skip_pct"": 105.0, ""band_mult_short"": 1.25, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 56, ""side"": ""Both"", ""daytype_hi"": 0.8, ""stop_k"": 1.5, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,champion,pre,2591,14.68,1.424,37.6,0.265,46.7,131091,8808,optimize window,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 99.0, ""band_mult_short"": 1.25, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 51, ""side"": ""Both"", ""daytype_hi"": 0.6, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,2162,9.32,1.604,39.8,0.363,84.4,16485,581,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 99.0, ""band_mult_short"": 1.25, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 51, ""side"": ""Both"", ""daytype_hi"": 0.6, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,3407,14.68,1.54,38.9,0.33,76.7,17310,581,optimize window,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 99.0, ""band_mult_short"": 1.25, ""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 51, ""side"": ""Both"", ""daytype_hi"": 0.6, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,2406,8.75,1.442,32.8,0.297,81.6,15376,556,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 95.0, ""band_mult_short"": 0.75, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 15, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 1.25, ""exit_mode"": ""band""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,4036,14.68,1.379,31.3,0.26,71.6,15614,556,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 95.0, ""band_mult_short"": 0.75, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 15, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 1.25, ""exit_mode"": ""band""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,996,9.4,1.549,42.3,0.317,33.6,8959,716,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.75, ""vol_skip_pct"": 99.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 58, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 0.5, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,1556,14.68,1.526,42.7,0.301,31.9,9950,716,optimize window,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.75, ""vol_skip_pct"": 99.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 58, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 0.5, ""exit_mode"": ""vwap""}"
305,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,1338,9.28,1.618,38.4,0.381,54.9,12052,567,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.15, ""window"": ""afternoon_block"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 82.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 117, ""side"": ""Both"", ""daytype_hi"": 0.95, ""stop_k"": 0.75, ""exit_mode"": ""vwap""}"
