rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
226,101,-7657,0.787,11333,-0.68,43.6,-0.12,-0.8,6.7,-0.19,-0.24,631,3,0,"{'length': 22, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.75, 'eod_cutoff': 4, 'gate_tf_min': 210, 'gate_mode': 'sign', 'gate_bars': 0, 'gate_len': 22, 'gate_ratio': 0.95, 'gate_fired_k': 5, 'direction': 'long'}"
227,70,-14425,0.655,23580,-0.61,41.4,-0.202,-0.9,4.6,-0.27,-0.34,1021,3,0,"{'length': 32, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.0, 'eod_cutoff': 7, 'gate_tf_min': 60, 'gate_mode': 'sq_on', 'gate_bars': 12, 'gate_len': 22, 'gate_ratio': 0.95, 'gate_fired_k': 4, 'direction': 'short'}"
228,113,-11467,0.795,13319,-0.86,38.9,-0.125,-0.9,7.5,-0.21,-0.29,809,2,1,"{'length': 28, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 3, 'gate_tf_min': 30, 'gate_mode': 'rising', 'gate_bars': 5, 'gate_len': 14, 'gate_ratio': 1.5, 'gate_fired_k': 5, 'direction': 'short'}"
229,78,-16344,0.662,21582,-0.76,44.9,-0.186,-1.0,5.2,-0.31,-0.4,1125,3,0,"{'length': 12, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 0, 'gate_tf_min': 240, 'gate_mode': 'rising', 'gate_bars': 9, 'gate_len': 12, 'gate_ratio': 1.3, 'gate_fired_k': 1, 'direction': 'short'}"
230,38,-18687,0.167,18687,-1.0,36.8,-0.526,-1.3,2.5,-0.7,-0.66,934,2,0,"{'length': 26, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 4, 'gate_tf_min': 90, 'gate_mode': 'sq_on', 'gate_bars': 11, 'gate_len': 24, 'gate_ratio': 0.85, 'gate_fired_k': 1, 'direction': 'both'}"
231,0,,,,,,,,,,,,,,"{'length': 32, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.25, 'eod_cutoff': 5, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 13, 'gate_len': 20, 'gate_ratio': 1.3, 'gate_fired_k': 5, 'direction': 'short'}"
232,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 4, 'gate_len': 24, 'gate_ratio': 0.95, 'gate_fired_k': 1, 'direction': 'short'}"
233,0,,,,,,,,,,,,,,"{'length': 26, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.25, 'eod_cutoff': 7, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 10, 'gate_len': 20, 'gate_ratio': 1.25, 'gate_fired_k': 6, 'direction': 'short'}"
234,0,,,,,,,,,,,,,,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 150, 'gate_mode': 'rising', 'gate_bars': 15, 'gate_len': 12, 'gate_ratio': 0.8, 'gate_fired_k': 6, 'direction': 'short'}"
235,0,,,,,,,,,,,,,,"{'length': 30, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 3, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 4, 'gate_len': 14, 'gate_ratio': 1.15, 'gate_fired_k': 5, 'direction': 'short'}"
236,0,,,,,,,,,,,,,,"{'length': 32, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 6, 'gate_tf_min': 30, 'gate_mode': 'sq_on', 'gate_bars': 0, 'gate_len': 12, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'both'}"
237,0,,,,,,,,,,,,,,"{'length': 32, 'bb_mult': 1.5, 'kc_mult': 1.0, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.75, 'eod_cutoff': 6, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 1, 'gate_len': 30, 'gate_ratio': 0.9, 'gate_fired_k': 5, 'direction': 'short'}"
238,0,,,,,,,,,,,,,,"{'length': 28, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.0, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 3, 'gate_len': 14, 'gate_ratio': 1.5, 'gate_fired_k': 5, 'direction': 'both'}"
239,3,-427,0.399,711,-0.6,66.7,-0.2,-0.0,0.2,-0.15,-0.15,711,0,0,"{'length': 26, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.5, 'eod_cutoff': 2, 'gate_tf_min': 180, 'gate_mode': 'sq_on', 'gate_bars': 8, 'gate_len': 24, 'gate_ratio': 1.3, 'gate_fired_k': 4, 'direction': 'long'}"
240,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 210, 'gate_mode': 'fired', 'gate_bars': 0, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 3, 'direction': 'long'}"
241,0,,,,,,,,,,,,,,"{'length': 20, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.0, 'eod_cutoff': 1, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 14, 'gate_len': 26, 'gate_ratio': 0.95, 'gate_fired_k': 3, 'direction': 'long'}"
242,0,,,,,,,,,,,,,,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 8, 'gate_len': 14, 'gate_ratio': 1.3, 'gate_fired_k': 5, 'direction': 'short'}"
243,44,-700,0.965,11560,-0.06,61.4,-0.014,-0.0,2.9,-0.02,-0.03,1174,7,0,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 6, 'gate_tf_min': 210, 'gate_mode': 'fired', 'gate_bars': 0, 'gate_len': 20, 'gate_ratio': 1.15, 'gate_fired_k': 4, 'direction': 'long'}"
244,0,,,,,,,,,,,,,,"{'length': 30, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 5, 'gate_tf_min': 210, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 14, 'gate_ratio': 0.85, 'gate_fired_k': 2, 'direction': 'short'}"
245,0,,,,,,,,,,,,,,"{'length': 32, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 8, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 22, 'gate_ratio': 1.15, 'gate_fired_k': 2, 'direction': 'short'}"
246,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 7, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 9, 'gate_len': 24, 'gate_ratio': 1.15, 'gate_fired_k': 2, 'direction': 'short'}"
247,0,,,,,,,,,,,,,,"{'length': 30, 'bb_mult': 2.25, 'kc_mult': 1.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'sq_on', 'gate_bars': 5, 'gate_len': 18, 'gate_ratio': 1.4, 'gate_fired_k': 6, 'direction': 'long'}"
248,0,,,,,,,,,,,,,,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.0, 'eod_cutoff': 7, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 9, 'gate_len': 28, 'gate_ratio': 1.05, 'gate_fired_k': 3, 'direction': 'long'}"
249,4,-118,0.727,431,-0.27,50.0,-0.136,-0.0,0.3,-0.07,-0.1,216,0,1,"{'length': 14, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 6, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 12, 'gate_len': 28, 'gate_ratio': 1.5, 'gate_fired_k': 3, 'direction': 'long'}"
250,0,,,,,,,,,,,,,,"{'length': 30, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sq_on', 'gate_bars': 9, 'gate_len': 32, 'gate_ratio': 1.6, 'gate_fired_k': 5, 'direction': 'both'}"
