rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
1,3025,98948,1.174,33328,2.97,17.8,0.143,28.8,200.9,0.45,0.85,228,5,1,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.2, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 19, 'be_after_R': 0.1, 'atr_filter': 0.0, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
2,2351,171023,1.24,40725,4.2,31.9,0.163,25.5,156.1,0.67,1.35,446,6,1,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.1, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 20, 'be_after_R': 0.6, 'atr_filter': 0.7, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': False}"
3,2170,121407,1.249,22079,5.5,28.8,0.177,25.5,144.1,0.54,0.99,316,5,1,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.0, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 11, 'be_after_R': 0.2, 'atr_filter': 0.7, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': False}"
4,1958,120688,1.272,41041,2.94,31.7,0.186,24.2,130.0,0.55,0.87,331,2,1,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.0, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 4.5, 'trail_bars': 1, 'be_after_R': 0.1, 'atr_filter': 0.6, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
5,2714,107734,1.173,29639,3.63,28.4,0.124,22.3,180.3,0.47,1.29,321,5,2,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 0.7, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 14, 'be_after_R': 1.5, 'atr_filter': 0.8, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': False}"
6,2894,166758,1.171,38046,4.38,35.1,0.111,21.4,192.2,0.58,0.96,519,5,2,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 0.5, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 4, 'be_after_R': 0.4, 'atr_filter': 0.3, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
7,3669,300440,1.173,65012,4.62,49.6,0.087,21.3,243.7,0.74,1.18,937,4,1,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 0.3, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 17, 'be_after_R': 2.7, 'atr_filter': 0.1, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
8,2411,283401,1.258,35474,7.99,49.1,0.131,21.0,160.1,0.84,1.5,896,6,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.7, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 3.0, 'trail_bars': 3, 'be_after_R': 0.0, 'atr_filter': 0.7, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
9,2594,252908,1.229,33181,7.62,48.2,0.119,20.5,172.3,0.75,1.39,821,6,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.4, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 9, 'be_after_R': 2.7, 'atr_filter': 0.4, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': True}"
10,1769,202818,1.268,26749,7.58,38.3,0.166,19.5,117.5,0.75,1.56,692,6,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 16, 'be_after_R': 1.9, 'atr_filter': 0.7, 'target_R': 7.0, 'flat_eod': True, 'skip_holidays': False}"
11,1780,118041,1.219,48291,2.44,28.0,0.158,18.7,118.2,0.51,0.83,420,5,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.4, 'breakout_buf': 0.05, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 13, 'be_after_R': 0.2, 'atr_filter': 1.0, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': True}"
12,2424,239528,1.234,32077,7.47,52.8,0.11,17.7,161.0,0.81,1.24,896,5,2,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.5, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 5, 'be_after_R': 3.8, 'atr_filter': 0.5, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': False}"
13,2980,197811,1.171,35469,5.58,48.3,0.088,17.5,197.9,0.64,1.09,750,4,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.7, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 3.0, 'trail_bars': 13, 'be_after_R': 0.0, 'atr_filter': 0.2, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': True}"
14,3171,232729,1.155,50171,4.64,49.7,0.078,16.4,210.6,0.6,0.97,940,5,1,"{'or_bars': 6, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.6, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 9, 'be_after_R': 3.5, 'atr_filter': 0.0, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': False}"
15,3495,201146,1.14,41026,4.9,52.0,0.067,15.6,232.1,0.63,0.95,859,5,2,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.4, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 19, 'be_after_R': 0.9, 'atr_filter': 0.5, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
16,1411,67498,1.222,41232,1.64,26.6,0.162,15.2,93.7,0.36,0.64,294,4,1,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.7, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 17, 'be_after_R': 0.1, 'atr_filter': 0.7, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
17,2981,207843,1.144,49027,4.24,47.8,0.075,14.9,198.0,0.54,0.95,926,5,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.5, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 20, 'be_after_R': 3.5, 'atr_filter': 0.0, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': True}"
18,1334,73790,1.228,22227,3.32,29.3,0.161,14.3,88.6,0.38,0.63,343,3,2,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.9, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 20, 'be_after_R': 0.1, 'atr_filter': 0.2, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': True}"
19,3487,161714,1.114,96760,1.67,48.3,0.059,13.6,231.6,0.51,0.75,789,3,2,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 1.5, 'vpace_filter': 0.4, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 1, 'be_after_R': 0.7, 'atr_filter': 0.3, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': False}"
20,3346,179468,1.118,89851,2.0,49.6,0.059,13.2,222.2,0.51,0.78,905,3,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 2.0, 'vpace_filter': 0.6, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 0, 'be_after_R': 2.3, 'atr_filter': 0.6, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': False}"
21,2540,157797,1.132,28288,5.58,41.3,0.077,13.1,168.7,0.51,0.91,803,5,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 0.9, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 3, 'be_after_R': 2.0, 'atr_filter': 0.0, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': False}"
22,2441,110833,1.136,46341,2.39,41.1,0.08,12.9,162.1,0.49,0.89,568,4,1,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.3, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 20, 'be_after_R': 2.7, 'atr_filter': 0.6, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': False}"
23,3143,175495,1.123,53642,3.27,50.0,0.061,12.8,208.8,0.49,0.76,909,4,1,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 0.7, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 11, 'be_after_R': 2.3, 'atr_filter': 0.2, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': False}"
24,1948,134755,1.186,20005,6.74,47.7,0.097,12.6,129.4,0.52,0.91,710,5,2,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.7, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 4, 'be_after_R': 0.7, 'atr_filter': 0.3, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': False}"
25,1596,173801,1.231,27402,6.34,49.2,0.117,12.4,106.0,0.62,0.96,930,4,2,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 1.1, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 18, 'be_after_R': 0.7, 'atr_filter': 0.0, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': True}"
26,1626,178997,1.232,31621,5.66,50.9,0.114,12.3,108.0,0.66,1.09,967,6,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 1.0, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 12, 'be_after_R': 2.2, 'atr_filter': 0.1, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
27,2029,111137,1.153,46206,2.41,40.0,0.092,12.3,134.8,0.51,0.96,598,5,1,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.8, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 14, 'be_after_R': 3.4, 'atr_filter': 0.7, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
28,1255,43320,1.166,42222,1.03,15.3,0.14,11.7,83.4,0.26,0.5,246,4,2,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.9, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 1, 'be_after_R': 0.1, 'atr_filter': 0.7, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': False}"
29,1840,161844,1.196,37536,4.31,51.0,0.096,11.7,122.2,0.56,0.93,916,4,2,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 0.9, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 11, 'be_after_R': 2.2, 'atr_filter': 0.6, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
30,1364,102079,1.198,27774,3.68,36.3,0.126,11.4,90.6,0.45,1.05,594,6,1,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 0.75, 'vpace_filter': 0.7, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 2.2, 'atr_filter': 1.0, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': False}"
31,2610,152115,1.135,36576,4.16,52.8,0.064,11.1,173.4,0.45,0.69,913,5,2,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.4, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 13, 'be_after_R': 0.6, 'atr_filter': 0.2, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': True}"
32,3065,141745,1.093,88891,1.59,42.4,0.054,10.9,203.6,0.38,0.68,861,3,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.3, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 20, 'be_after_R': 2.2, 'atr_filter': 0.8, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': False}"
33,2990,142037,1.102,39962,3.55,46.6,0.054,10.8,198.6,0.38,0.59,874,4,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 0.8, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 19, 'be_after_R': 0.5, 'atr_filter': 0.2, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': False}"
34,2597,160383,1.116,113894,1.41,46.0,0.063,10.8,172.5,0.43,0.7,983,5,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.4, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 19, 'be_after_R': 1.0, 'atr_filter': 0.9, 'target_R': 6.0, 'flat_eod': False, 'skip_holidays': True}"
35,1415,79294,1.229,14265,5.56,50.2,0.114,10.7,94.0,0.62,1.08,491,6,3,"{'or_bars': 1, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 1.1, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 18, 'be_after_R': 0.7, 'atr_filter': 0.3, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
36,3476,137451,1.086,40845,3.37,47.0,0.046,10.6,230.9,0.38,0.62,864,4,2,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.7, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 14, 'be_after_R': 3.8, 'atr_filter': 0.1, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': False}"
37,1927,130016,1.155,27932,4.65,46.4,0.083,10.6,128.0,0.47,0.84,811,6,2,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 20, 'be_after_R': 1.4, 'atr_filter': 0.2, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
38,2506,151693,1.125,45468,3.34,49.0,0.064,10.6,166.4,0.44,0.73,952,4,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.9, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 2, 'be_after_R': 2.8, 'atr_filter': 0.0, 'target_R': 4.0, 'flat_eod': False, 'skip_holidays': False}"
39,1793,42926,1.115,38399,1.12,22.3,0.089,10.6,119.1,0.23,0.72,268,4,1,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 20, 'be_after_R': 2.9, 'atr_filter': 0.8, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': False}"
40,2499,123961,1.125,42044,2.95,49.1,0.063,10.5,166.0,0.44,0.72,783,5,1,"{'or_bars': 11, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.8, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 9, 'be_after_R': 3.2, 'atr_filter': 0.0, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': False}"
41,3450,140194,1.089,84757,1.65,48.8,0.046,10.5,229.1,0.37,0.58,891,4,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.0, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 19, 'be_after_R': 4.0, 'atr_filter': 0.4, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
42,2278,114672,1.111,50637,2.26,38.3,0.069,10.4,151.3,0.37,0.66,733,3,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.75, 'vpace_filter': 0.5, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 6, 'be_after_R': 1.0, 'atr_filter': 0.0, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
43,1484,108471,1.18,43056,2.52,42.2,0.104,10.3,98.6,0.44,0.67,702,4,2,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 1.1, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 12, 'be_after_R': 0.3, 'atr_filter': 0.0, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
44,371,50966,1.597,10516,4.85,30.7,0.414,10.2,24.6,0.46,0.9,332,5,1,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 1.0, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 10, 'be_after_R': 0.1, 'atr_filter': 1.3, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': False}"
45,2810,133445,1.101,36237,3.68,46.9,0.054,10.0,186.6,0.41,0.65,883,7,2,"{'or_bars': 1, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 0.6, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 4.0, 'trail_bars': 8, 'be_after_R': 1.2, 'atr_filter': 0.4, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': False}"
46,1443,85408,1.204,22204,3.85,50.0,0.102,9.8,95.8,0.45,0.92,580,7,1,"{'or_bars': 11, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.5, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 14, 'be_after_R': 2.4, 'atr_filter': 0.3, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
47,1423,91093,1.152,37700,2.42,31.7,0.104,9.8,94.5,0.38,0.64,617,5,2,"{'or_bars': 1, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.1, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 20, 'be_after_R': 0.5, 'atr_filter': 0.0, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': False}"
48,3405,76123,1.072,47709,1.6,40.3,0.043,9.7,226.2,0.33,0.57,523,4,1,"{'or_bars': 7, 'trade_mode': 'Both', 'stop_frac': 0.5, 'vpace_filter': 0.1, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 18, 'be_after_R': 2.0, 'atr_filter': 0.6, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': False}"
49,2401,118090,1.121,61240,1.93,50.0,0.06,9.6,159.5,0.37,0.56,815,4,1,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.0, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 9, 'be_after_R': 0.4, 'atr_filter': 0.0, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
50,2149,60590,1.144,14896,4.07,55.0,0.065,9.2,142.7,0.47,0.68,436,5,2,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 18, 'be_after_R': 2.2, 'atr_filter': 0.6, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': False}"
51,1616,108508,1.16,28938,3.75,47.3,0.085,9.1,107.3,0.44,0.74,795,6,2,"{'or_bars': 7, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.9, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 4.0, 'trail_bars': 1, 'be_after_R': 1.2, 'atr_filter': 0.6, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
52,2709,48260,1.07,28425,1.7,27.9,0.05,9.1,179.9,0.26,0.47,354,4,1,"{'or_bars': 6, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.6, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 0, 'be_after_R': 0.8, 'atr_filter': 0.1, 'target_R': 2.5, 'flat_eod': False, 'skip_holidays': False}"
53,2397,127380,1.119,60127,2.12,51.8,0.057,9.1,159.2,0.38,0.57,929,5,1,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 11, 'be_after_R': 3.8, 'atr_filter': 0.7, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
54,1862,70891,1.118,32761,2.16,37.9,0.073,9.0,123.7,0.33,0.5,520,5,2,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 18, 'be_after_R': 0.3, 'atr_filter': 0.7, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': False}"
55,1950,118261,1.158,35879,3.3,56.8,0.068,8.9,129.5,0.5,0.72,886,5,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.9, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 18, 'be_after_R': 3.0, 'atr_filter': 0.2, 'target_R': 3.5, 'flat_eod': False, 'skip_holidays': False}"
56,1647,81333,1.204,18275,4.45,60.0,0.082,8.9,109.4,0.58,0.9,606,3,2,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.9, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 10, 'be_after_R': 1.7, 'atr_filter': 0.6, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': True}"
57,1887,97010,1.138,48301,2.01,51.6,0.067,8.4,125.3,0.38,0.6,770,3,1,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 1.75, 'vpace_filter': 0.0, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 7, 'be_after_R': 3.0, 'atr_filter': 0.7, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
58,1585,128439,1.167,37646,3.41,52.7,0.079,8.3,105.3,0.49,0.72,1025,5,1,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 0.0, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 9, 'be_after_R': 0.7, 'atr_filter': 1.0, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': False}"
59,1999,40646,1.082,26789,1.52,24.2,0.062,8.3,132.8,0.23,0.54,326,4,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 1.75, 'vpace_filter': 0.7, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 16, 'be_after_R': 0.7, 'atr_filter': 0.7, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': False}"
60,832,110112,1.294,18686,5.89,49.6,0.148,8.2,55.3,0.56,0.96,895,5,2,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 1.2, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 2, 'be_after_R': 3.6, 'atr_filter': 0.5, 'target_R': 6.0, 'flat_eod': False, 'skip_holidays': True}"
61,1820,100028,1.132,37869,2.64,49.8,0.066,8.0,120.9,0.38,0.59,829,5,1,"{'or_bars': 9, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.8, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 18, 'be_after_R': 0.6, 'atr_filter': 0.5, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
62,2035,101092,1.124,31855,3.17,52.2,0.059,8.0,135.2,0.38,0.6,841,4,2,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.7, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 3.0, 'trail_bars': 18, 'be_after_R': 2.2, 'atr_filter': 0.6, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': False}"
63,1101,85839,1.189,16659,5.15,42.7,0.109,7.9,73.1,0.44,0.75,718,5,2,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 0.9, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 20, 'be_after_R': 1.2, 'atr_filter': 0.6, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': False}"
64,1897,97079,1.128,41924,2.32,51.8,0.062,7.8,126.0,0.37,0.58,827,4,1,"{'or_bars': 9, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.4, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 9, 'be_after_R': 1.9, 'atr_filter': 0.7, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
65,1759,115602,1.139,45773,2.53,52.1,0.066,7.7,116.8,0.38,0.58,991,6,1,"{'or_bars': 10, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 0.7, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 15, 'be_after_R': 3.1, 'atr_filter': 1.0, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
